S_No,Company_name,Website,Sector,Country,Source,Updated_at,Active,No_of_employees
172,Blavity Inc.,https://blavityinc.com,"Content, Social Impact",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
173,"Blind Insight, Inc.",https://www.blindinsight.io,"Cybersecurity, Infrastructure",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
174,Mubarak Technologies Pte. Ltd.,https://www.blinkco.io,Productivity,Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
175,"Blissmo, Inc.",https://blissmo.com,Ecommerce,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
176,"The BLVD, Inc.",https://blockblock.io,Crypto,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
177,"BlockCypher, Inc.",https://www.blockcypher.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
178,"BlockVigil, Inc.",https://blockvigil.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
179,"Bloom Credit, Inc.",https://bloomcredit.io,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
180,"Bloxtel, Inc.",https://bloxtel.com,Infrastructure,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
181,Canary Inc.,https://bluage.co.jp,Real Estate,Japan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
182,"Blueleaf Wealth, Inc.",https://www.blueleaf.com,"Content, FinTech",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
183,Blue Studios.io Inc.,https://www.bluestudios.io,Crypto,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
184,"Blue Wire, Inc.",https://www.bluewirepods.com,"AdTech, Content, Creator Economy",United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
185,Elleboxco Incorporated,https://www.blume.com,Healthcare,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
186,G2D Servicos Tecnologicos S.A.,https://www.boaconsulta.com,Healthcare,Brazil,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
187,Baby2Body Limited,https://bodycollective.group,"AI/Machine Learning, FemTech (women's health)",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
188,Original Inc.,https://bodygram.com,Fashion,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
189,Boletia Inc.,https://boletia.com,SaaS,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
190,Bondai Inc.,https://bondai.io,"Travel & Tourism, Social Impact",Saudi Arabia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
191,"INGENIOTECA, S.A.P.I. DE C.V.",https://bonnus.me,AdTech,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
192,"Bonpara, Inc",https://bonpara.com,"FinTech, Gaming, Payments, SaaS",Azerbaijan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
193,Bonum Coaching LLC,https://www.bonumcoaching.com,SME Solution,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
194,"Baydin, Inc.",https://boomerangapp.com,Productivity,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
195,"Boon, Inc",https://goboon.co/,"Crowdsourcing, SaaS, Artificial Intelligence / Machine Learning, Work, Network Effects, B2B Marketplaces, HR Tech",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
196,BorrowMyDoggy Limited,https://www.borrowmydoggy.com,Pet Tech,India,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
197,"Botanalytics, Inc.",https://botanalytics.co,"Data & Analytics, Developer Tools",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
198,Bridge U.S. Inc.,https://www.bridge.legal,Travel & Tourism,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
199,Bounty Hunter Inc.,https://bhuntr.com,Social Impact,Taiwan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
200,"BoxC Logistics, Inc.",https://boxc.com,Supply Chain,China,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
201,BoxGreen Food For Good Inc.,https://www.boxgreen.co,"Direct to Consumer, Food, Consumer",Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
202,Embed Inc.,https://www.pylonlending.com,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
203,Braintree Technologies Sdn. Bhd.,https://braintreex.com,AgTech,Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
204,Branddu Inc,https://branddu.com,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
205,Brandripe Sdn. Bhd.,https://brandripe.com,"Creative Industry, Subscription",Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
206,"Brandtrack, Inc.",https://brandtrack.fm,SaaS,Argentina,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
207,"Breadfast, Inc.",https://www.breadfast.com,Mobility,Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
208,"Ansel Health, Inc.",https://www.joinansel.com,Consumer,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
209,"BRICKS DAG, Inc.",https://www.bricks.tools,"AI/Machine Learning, Developer Tools, Retail",Taiwan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
210,Bridg Payment Solutions Ltd.,https://www.bridgtheapp.com,Payments,United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
211,Shine Analytics Ltd.,https://brightflag.com,"FinTech, Legal",Ireland,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
212,"Briko Robotica, S.A.P.I. DE C.V.",https://brikorobotics.com,Education,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
213,"Brilliant Worldwide, Inc.",https://brilliant.org,Education,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
214,"Bringy, Inc.",https://bringy.com,InsurTech,Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
215,"Briza, Inc.",https://www.briza.com,InsurTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
216,BRKZ INC.,https://brkz.com,,CAYMAN ISLANDS,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
217,PT. BRODO GANESHA INDONESIA,https://bro.do,Fashion,Kuwait,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
218,BSOS Holdings INC.,https://www.bsos.co,Credit & Lending,Taiwan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
219,EasyMate Inc.,https://www.buela.ai,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
220,BUGSTER INC.,https://bugster.dev/,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
221,"Buildcon, Inc",https://www.buildcon.org,Construction,Serbia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
222,PT Bukalapak.com Tbk,https://www.bukalapak.com,"FinTech, Social Impact, Consumer",Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
223,Tulp Street Pte. Ltd.,https://bukukas.co.id,Content,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
224,Bumame Pte. Ltd.,https://bumame.com,Healthcare,Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
225,"Bunch Live, Inc.",https://bunch.live,"Gaming, Social Impact",Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
226,P5M Project Management Co. Ltd,https://www.p5m.me,Healthcare,Kuwait,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
227,"Ad Hoc Labs, Inc.",https://www.burnerapp.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
228,"BurstIQ, Inc.",https://burstiq.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
229,Butlr Technologies Inc.,https://www.butlr.com,Real Estate,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
230,Buy Buddy Elektronik Güvenlik Bilişim Reklam Telekomünikasyon Sanayi Ve Ticaret A.Ş.,https://buybuddy.co,Data & Analytics,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
231,Byanat Holdings Limited,https://byanat.ai,"AI/Machine Learning, Data & Analytics, Big Data",Oman,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
232,Bytez Inc.,https://bytez.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
233,"Cabify, Inc.",https://cabify.com,"Travel & Tourism, Mobility",Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
234,"Cadana, Inc.",https://cadanapay.com,Consumer,Ghana,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
235,"SeekPanda, Inc.",https://www.cadencetranslate.com,,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
236,"Cado Gifts, Inc.",https://cadogifting.com,Consumer,United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
237,Calificadas LLC,https://www.calificadas.com,Education,Argentina,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
238,Call Levels Pte. Ltd.,https://www.call-levels.com,Real Estate,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
239,Calo Inc.,https://www.calo.app,Content,Bahrain,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
240,Scalare Partners Holdings Limited,https://www.candyclub.com,Ecommerce,Australia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
241,"Encarte, Inc.",https://www.heycanopy.com,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
242,Canva Inc.,https://www.canva.com,Social Media,Australia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
243,"CapLinked, Inc.",https://www.caplinked.com,"Developer Tools, FinTech",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
244,CAPS Inc.,https://caps365.jp,"Wellness, Healthcare",Japan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
245,Capy Inc.,https://www.leminnow.com,"AI/Machine Learning, Cybersecurity",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
246,JCDT Inc,https://carbon.ai,"Ecommerce, Logistics, Supply Chain",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
247,"Carbon Health Technologies, Inc.",https://carbonhealth.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
248,FairPay Ltd.,https://www.carbonsifr.com,"AI/Machine Learning, CleanTech, Climate Tech",United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
249,CardMonster Inc.,https://cardmon.com,Gaming,South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
250,CareGuide Inc.,https://www.careguide.com,Healthcare,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
251,"CareLuLu, Inc.",https://www.carelulu.com,Education,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
252,Caresense Pte. Ltd.,https://www.caresense.com,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
253,Carevision Inc.,https://carevisionai.com,,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
254,Cargobase Pte. Ltd.,https://www.cargobase.com,"Logistics, Supply Chain",Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
255,Cargon Tech B.V.,https://cargon.com,,NETHERLANDS,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
256,CARNOT FLEET PTE. LTD.,https://www.carnotfleet.com,Supply Chain,Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
257,Carousell Pte. Ltd,https://www.carousell.sg,"Ecommerce, FinTech, Marketplace",Singapore,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
258,Carreira Beauty Portal da Beleza Ltda,https://carreirabeauty.com,Consumer,Brazil,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
259,GLOBAL CAR GROUP PTE. LTD.,https://www.cars24.com,Mobility,India,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
260,Carsome Group Inc.,https://www.carsome.my,Mobility,Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
261,CarSwitch Ltd.,https://carswitch.com,Mobility,United Arab Emirates,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
262,Catch That Bus Pte Ltd,https://www.catchthatbus.com,Travel & Tourism,Malaysia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
263,"Cenos, SIA",https://www.cenos-platform.com,,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
264,"Cerberus Tech, Inc.",https://c7-security.com/cerberus,"Cybersecurity, Artificial Intelligence / Machine Learning",UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
265,Cesanta Software Limited,https://cesanta.com,Developer Tools,Ireland,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
266,"Chaart, Inc.",https://www.chaart.co,"App, Marketplace",South Korea,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
267,"ChalDal, Inc.",https://chaldal.com,"Ecommerce, Food",Bangladesh,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
268,"ChannelMeter, Inc.",https://channelmeter.com,Data & Analytics,Japan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
269,"ChargeMate AI, Inc.",,AI/Machine Learning,UNITED STATES,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
270,Charlie HR Ltd.,https://www.charliehr.com,HR Tech,United Kingdom,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
271,"200 Labs, Inc.",https://chatfuel.com,"Entertainment / Media, Social Impact",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
272,Chatsimple Inc.,https://www.chatsimple.ai,AI/Machine Learning,Canada,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
273,CHEAF TECHNOLOGIES INC,https://cheaf.com,Food,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
274,"Cheddar Up, Inc.",https://www.cheddarup.com,Payments,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
275,Chefaa Inc.,https://chefaa.com,"Data & Analytics, Health Tech, Healthcare",Egypt,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
276,"Chefs for Seniors, Inc",https://chefsforseniors.com,"Ecommerce, Food",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
277,"Chemical Technologies, Inc.",https://www.chmtch.com,"AI/Machine Learning, Industrials",United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
278,Chickin Pte. Ltd.,https://chickin.id,"AgTech, Food",Indonesia,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
279,Chikaku Inc.,https://www.chikaku.co.jp,Content,Japan,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
280,CTM Longevity Holdings Pte. Ltd.,https://www.chilongevity.com,,SINGAPORE,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
281,Chimelabs Holdings PTY LTD,https://www.chimelabs.ai,"Construction, Artificial Intelligence / Machine Learning",AUSTRALIA,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
282,Chipax Inc.,https://www.chipax.com,"Accounting, SaaS, Subscription",Chile,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
283,"Critical Ideas, Inc.",https://chippercash.com,Payments,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
284,"Innovative Hospitality, LLC",https://www.chouxbox.com,FinTech,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
285,Cicada Technologies Inc.,https://cicada.io,"Banking & Exchange, Cybersecurity, FinTech",Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
286,Circle Asia Technologies Pte. Ltd.,https://www.getcircle.ai,FinTech,SINGAPORE,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
287,"Circle Internet Services, Inc.",https://circleci.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
288,Circulo de Belleza LLC,https://www.circulodebelleza.com,"Beauty, B2B Marketplaces, Commerce",Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
289,"Cirrus Identity, Inc.",https://www.cirrusidentity.com,Developer Tools,United States,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
290,Civet Biosciences Limited,https://civetbio.com,BioTech & Life Sciences,China,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
291,Civica Digital Mexico S.A.P.I. DE C.V.,https://www.civica.digital,CivicTech,Mexico,500 Global Portfolio (500.co/portfolio),2026-08-05T18:15:38.487875+00:00,True,
